Provider Approval Number,Service Approval Number,Legal Name,Trading Name,Address,Suburb,State,Postcode,Date Approval Granted,Conditions
PR-00001586,,JJ McMahon Memorial Kindergarten Inc,JJ McMahon Memorial Kindergarten Inc,16a Argyle Rd,KEW,VIC,3101,29-12-2011,
PR-00001587,,Jack & Jill Beaumaris Kindergarten Inc,,26 Grandview Avenue,BEAUMARIS,VIC,3193,29-12-2011,
PR-00001588,,James Tilson Kindergarten Committee Inc,,58-60 Burke Street,WANGARATTA,VIC,3677,29-12-2011,
PR-00001589,,Jaycee Kindergarten Inc,,68 Wellington Road,PORTLAND,VIC,3305,29-12-2011,
PR-00001590,,Jells Park Preschool Association Inc,,37 Petronella Avenue,WHEELERS HILL,VIC,3150,29-12-2011,
PR-00001591,,Kalker Montessori Centre Ltd,,1-3 Estelle Street,BULLEEN,VIC,3105,29-12-2011,
PR-00001592,,Kallista Kindergarten Association Inc,,PO Box 106,KALLISTA,VIC,3791,29-12-2011,
PR-00001595,,Kanooka Child Care Centre Inc,,29-31 Kanooka Grove,CLAYTON,VIC,3168,29-12-2011,
PR-00001597,,Katrina Preschool Association Inc,,69 Katrina Street,BLACKBURN NORTH,VIC,3130,29-12-2011,
PR-00001599,,Beechworth Kindergarten Inc,,"Catherine Bijker -, 46 Oak Ave",BEECHWORTH,VIC,3747,29-12-2011,
PR-00001600,,Kelliot Pty Ltd,,1315 Ferntree Gully Road,SCORESBY,VIC,3179,29-12-2011,
PR-00001601,,Keon Park Kindergarten Inc,,75 Arundel Ave,RESERVOIR,VIC,3073,29-12-2011,
PR-00001602,,Kew Full Day Care Centre Inc,,3 Belford Road,KEW,VIC,3101,29-12-2011,
PR-00001603,,Kialla Children's Centre Inc,,"Kialla Childrens Centre, 18 Reserve St",KIALLA,VIC,3631,29-12-2011,
PR-00001605,,Kinderlink Inc,,368 Badger Creek Road,HEALESVILLE,VIC,3777,29-12-2011,
PR-00001606,,The King David School Holdings Ltd,,PO Box 286,MALVERN,VIC,3144,29-12-2011,
PR-00001607,,King Valley Children's Services Group Inc,,"Ovens and King Community Health, 4889 Wangaratta-Whitfield Rd",WHITFIELD,VIC,3733,29-12-2011,
PR-00001608,,Warrnambool Presbyterian School Ltd,,P.O. Box 681,WARRNAMBOOL,VIC,3280,29-12-2011,
PR-00001609,,Kingston City Council,,34 Brindisi St,MENTONE,VIC,3194,29-12-2011,
PR-00001610,,Kingswood College Ltd,,PO Box 166,BOX HILL,VIC,3128,29-12-2011,
PR-00001611,,Knox City Council,,511 Burwood Highway,WANTIRNA SOUTH,VIC,3152,29-12-2011,
PR-00001615,,Kunyung Preschool Association Inc,,PO Box 76,MOUNT ELIZA,VIC,3930,29-12-2011,
PR-00001616,,Kyabram Community & Learning Centre Inc,,21-25 Lake Road,KYABRAM,VIC,3620,29-12-2011,
PR-00001617,,Kyabram Preschool Management Committee Inc,,PO Box 790,KYABRAM,VIC,3619,29-12-2011,
PR-00001618,,Latrobe City Council,,PO Box 264,MORWELL,VIC,3840,29-12-2011,
PR-00001619,,La Trobe University,,La Trobe University Community Children's Centre,LA TROBE UNIVERSITY,VIC,3086,29-12-2011,
PR-00001620,,Lady Forster Kindergarten Inc,,63B Ormond Esp,ELWOOD,VIC,3184,29-12-2011,
PR-00001621,,The Lady Gowrie Child Centre (Melbourne) Inc.,Gowrie Victoria,36 Newry Street,CARLTON NORTH,VIC,3054,29-12-2011,
PR-00001622,,Lake Park Kindergarten Inc,,20a Carr St,COBURG NORTH,VIC,3058,29-12-2011,
PR-00001624,,Lalor East Preschool Association Inc,,186 Darebin Drive,LALOR,VIC,3075,29-12-2011,
PR-00001626,,Langwarrin Community Centre Inc,,2 Lang Road,LANGWARRIN,VIC,3910,29-12-2011,
PR-00001627,,Langwarrin Park Preschool Committee Inc,,PO Box 4388,LANGWARRIN,VIC,3910,29-12-2011,
PR-00001628,,Lara Community Centre Inc,,PO Box 49,LARA,VIC,3212,29-12-2011,
PR-00001629,,Laratel Pty Ltd,,8-12 Woodlands Avenue,KEW EAST,VIC,3102,29-12-2011,
PR-00001630,,Lauriston Girls' School,,PO Box 8110,ARMADALE,VIC,3143,29-12-2011,
PR-00001631,,Len Jeffrey Memorial Preschool Inc,,"Belgrave South Pre School, 102 Colby Dr",BELGRAVE SOUTH,VIC,3160,29-12-2011,
PR-00001632,,Leongatha Community Preschool Centres Inc,,PO Box 211,LEONGATHA,VIC,3953,29-12-2011,
PR-00001633,,Leslie Moorhead Preschool Centre Inc,,Cromwell Street,MORNINGTON,VIC,3931,29-12-2011,
PR-00001634,,LIFE MINISTRY CENTRE LIMITED,,PO Box 553,LILYDALE,VIC,3140,29-12-2011,
PR-00001635,,Lilian Cannam Kindergarten Inc,,97 Eastern Road,SOUTH MELBOURNE,VIC,3205,29-12-2011,
PR-00001636,,Lipscombe Park Kindergarten Inc,,PO Box 4218,CROYDON HILLS,VIC,3136,29-12-2011,
PR-00001638,,Little St Margarets Ltd,,29 Mayfield Avenue,MALVERN,VIC,3144,29-12-2011,
PR-00001639,,Little Yarra Steiner School Limited,,PO Box 19,YARRA JUNCTION,VIC,3797,29-12-2011,
PR-00001640,,Loch & District Preschool Centre Inc,,18 Smith St,LOCH,VIC,3945,29-12-2011,
PR-00001643,,Lower Plenty Kindergarten Association Inc,,Cnr Para Rd & Glenauburn Rd,LOWER PLENTY,VIC,3093,29-12-2011,
PR-00001645,,Macedon Ranges Montessori Inc,,PO Box 105,RIDDELLS CREEK,VIC,3431,29-12-2011,
PR-00001646,,Macedon Ranges Shire Council,,PO Box 151,KYNETON,VIC,3444,29-12-2011,
PR-00001647,,Maclaw No 360 Pty Ltd,,34 Amelia Avenue,WHEELERS HILL,VIC,3150,29-12-2011,
PR-00001648,,Mallacoota Preschool Association & Toy Library Inc,,PO Box 389,MALLACOOTA,VIC,3892,29-12-2011,
PR-00001649,,Malvern Community Child Care Co-op Ltd,,9 Llaneast Street,ARMADALE,VIC,3143,29-12-2011,
PR-00001650,,Wattletree Early Childhood Centre Inc,,29 Anderson St,MALVERN EAST,VIC,3145,29-12-2011,
PR-00001651,,Manarvi Pty Ltd,,PO Box 4428,LANGWARRIN,VIC,3910,29-12-2011,
PR-00001652,,Manes Care Pty Ltd,,41 Edwardes Street,RESERVOIR,VIC,3073,29-12-2011,
PR-00001653,,Manningham City Council,,PO Box 1,DONCASTER,VIC,3108,29-12-2011,
PR-00001656,,Maribyrnong Kindergarten Inc,,5 Warrs Road,MARIBYRNONG,VIC,3032,29-12-2011,
PR-00001657,,Maroondah City Council,,PO Box 156,RINGWOOD,VIC,3134,29-12-2011,
PR-00001658,,Maroondah Preschool Parents Club Inc,,16 Evon Ave,RINGWOOD EAST,VIC,3135,29-12-2011,
PR-00001659,,Eastern Access Community Health Inc,,20 Melbourne St,RINGWOOD,VIC,3134,29-12-2011,
PR-00001660,,Highton Child Care & Development Centre Pty Ltd as Trustee for The Child Care Trust,,6-10 Reynolds Rd,BELMONT,VIC,3216,29-12-2011,
PR-00001661,,Martinov Enterprises Pty Ltd,,PO Box 322,DONCASTER EAST,VIC,3109,29-12-2011,
PR-00001662,,Melbourne City Council,,GPO Box 1603m,MELBOURNE,VIC,3001,29-12-2011,
PR-00001663,,Melbourne City Mission Inc,,164 Kings Way,SOUTH MELBOURNE,VIC,3205,29-12-2011,
PR-00001664,,Melton City Council,,PO Box 21,MELTON,VIC,3337,29-12-2011,
PR-00001665,,Mentone Grammar School,,63 Venice Street,MENTONE,VIC,3194,29-12-2011,
PR-00001666,,Mentone Preschool Association Inc,,6 Station Street,MENTONE,VIC,3194,29-12-2011,
PR-00001667,,Merbein Preschool Kindergarten Inc,,PO Box 208,MERBEIN,VIC,3505,29-12-2011,
PR-00001668,,Merhi Pty Ltd,,1346 Sydney Road,FAWKNER,VIC,3060,29-12-2011,
PR-00001669,,Meruka Child Care Co-op,,PO Box 899,ELTHAM,VIC,3095,29-12-2011,
PR-00001670,,Rural City of Wangaratta,,PO Box 238,WANGARATTA,VIC,3676,20-04-2012,
PR-00001671,,Mildura Rural City Council,,PO Box 105,MILDURA,VIC,3500,29-12-2011,
PR-00001672,,Mildura South Kindergarten Inc,,PO Box SM 308,MILDURA SOUTH,VIC,3501,29-12-2011,
PR-00001673,,Mildura West Kindergarten Inc,,PO Box 82,MILDURA,VIC,3500,29-12-2011,
PR-00001674,,Mitchell Shire Council,,113 High Street,BROADFORD,VIC,3658,29-12-2011,
PR-00001676,,Monash (Caulfield) Child Care Assoc Inc,,22-24 Derby Road,CAULFIELD EAST,VIC,3145,29-12-2011,
PR-00001677,,Monash City Council,,293 Springvale Rd,GLEN WAVERLEY,VIC,3150,29-12-2011,
PR-00001678,,Monash Community Family Co-operative Ltd,,56 Howleys Rd,NOTTING HILL,VIC,3168,29-12-2011,
PR-00001679,,Monash Children's Centre (Clayton) Co-op Ltd,,62-66 Beddoe Ave,CLAYTON,VIC,3168,29-12-2011,
PR-00001682,,Moomba Park Kindergarten Inc,,65 Alec Crescent,FAWKNER,VIC,3060,29-12-2011,
PR-00001683,,Moonee Valley City Council,,PO Box 126,MOONEE PONDS,VIC,3039,29-12-2011,
PR-00001684,,Livingston Kindergarten Inc,,PO Box 171,HIGHETT,VIC,3190,29-12-2011,
PR-00001688,,Moreland City Council,,Locked Bag 10,MORELAND,VIC,3058,29-12-2011,
PR-00001690,,Moresby Avenue Child Care & Early Learning Centre Inc,,6 Moresby Avenue,BULLEEN,VIC,3105,29-12-2011,
PR-00001691,,Moriac Preschool Centre Inc,,7 Clerke Court,MORIAC,VIC,3240,29-12-2011,
PR-00001693,,Morrison House Inc,,PO Box 101,MOUNT EVELYN,VIC,3796,29-12-2011,
PR-00001694,,Mortlake Kindergarten Inc,,PO Box 77,MORTLAKE,VIC,3272,29-12-2011,
PR-00001696,,Mount Scopus Memorial College Ltd,,245 Burwood Highway,BURWOOD,VIC,3125,29-12-2011,
PR-00001697,,Moyne Shire Council,,PO Box 51,PORT FAIRY,VIC,3284,29-12-2011,
PR-00001698,,Mt Eliza Preschool Inc,,95-97 Wimbledon Avenue,MOUNT ELIZA,VIC,3930,29-12-2011,
PR-00001701,,Mt Martha Preschool Association Inc,,35 Watson Road,MOUNT MARTHA,VIC,3934,29-12-2011,
PR-00001703,,Murray Valley Aboriginal Co-operative Limited,,PO Box 680,ROBINVALE,VIC,3549,29-12-2011,
PR-00001704,,Murrindindi Shire Council,,Perkins Street,ALEXANDRA,VIC,3714,29-12-2011,
PR-00001705,,Murrumbeena Kindergarten Inc,,PO Box 71,CARNEGIE,VIC,3163,29-12-2011,
PR-00001706,,Nagle Preschool Association Inc,,59-61 Sandringham Road,SANDRINGHAM,VIC,3191,29-12-2011,
PR-00001707,,Nara Community Child Care Centre Inc,,"77 St Georges Rd, Building L",PRESTON,VIC,3072,29-12-2011,
PR-00001709,,Nola Barber Kindergarten Inc,,151 Station Street,ASPENDALE,VIC,3195,29-12-2011,
PR-00001710,,Norlane West Kindergarten Inc,,PO Box 111,CORIO,VIC,3214,29-12-2011,
PR-00001712,,Aspendale North Kindergarten Inc,,13 Connewarra Avenue,ASPENDALE,VIC,3195,29-12-2011,
PR-00001713,,North Fitzroy Child Care Co-operative Limited,North Fitzroy Child Care Co-operative Limited,173 Clauscen Street,FITZROY NORTH,VIC,3068,29-12-2011,
PR-00001714,,North Hamilton Kindergarten Inc,,134 Coleraine Road,HAMILTON,VIC,3300,29-12-2011,
PR-00001715,,North Kew Kindergarten Inc,,152 Pakington St,KEW,VIC,3101,29-12-2011,
PR-00001716,,North Ringwood Preschool Inc,,PO Box 2400,RINGWOOD NORTH,VIC,3134,29-12-2011,
PR-00001717,,North Shepparton Community & Learning Centre Inc,,PO Box 4020,SHEPPARTON,VIC,3632,29-12-2011,
PR-00001718,,Northern Grampians Shire Council,,PO Box 580,STAWELL,VIC,3380,29-12-2011,
PR-00001719,,Canterbury Norwood Baptist Kindergarten Association Inc,,2 Boronia Street,CANTERBURY,VIC,3126,29-12-2011,
PR-00001720,,Occasional Child Care Centre Diamond Creek Inc,,1 Reserve Cct,DIAMOND CREEK,VIC,3089,29-12-2011,
PR-00001722,,Olinda Ave Kindergarten Inc,,2a Olinda Avenue,SPRINGVALE,VIC,3171,29-12-2011,
PR-00001723,,Olive Phillips Kindergarten Inc,,26 Bodley Street,BEAUMARIS,VIC,3193,29-12-2011,
PR-00001724,,Olympic Avenue Kindergarten Inc,,"Olympic Avenue Kindergarten, 28 Olympic Ave",CHELTENHAM,VIC,3192,29-12-2011,
PR-00001725,,Orbost Preschool Centre Inc,,PO Box 407,ORBOST,VIC,3888,29-12-2011,
PR-00001727,,Ormond Community Kindergarten Inc,,PO Box 54,GLEN HUNTLY,VIC,3163,29-12-2011,
PR-00001729,,Paddington Bear Pty Ltd,,554 Orrong Road,ARMADALE,VIC,3143,29-12-2011,
PR-00001730,,Panorama Heights Preschool Inc,,3 Mitchell Avenue,MONTMORENCY,VIC,3094,29-12-2011,
PR-00001731,,Panton Hill Preschool Inc,,601 Main Road,PANTON HILL,VIC,3759,29-12-2011,
PR-00001732,,Paratea Preschool Inc,,Paratea Avenue,FRANKSTON,VIC,3199,29-12-2011,
PR-00001733,,Park Orchards Kindergarten Inc,,PO BOX 122,PARK ORCHARDS,VIC,3114,29-12-2011,
PR-00001734,,Park Street Early Learning Co-op Ltd,Park Street Early Learning Co-op Ltd,785 Park Street Brunswick,BRUNSWICK,VIC,3056,29-12-2011,
PR-00001735,,Parkdale Preschool Assoc Inc,,14 Alameda Pl,PARKDALE,VIC,3195,29-12-2011,
PR-00001736,,Parkmore Preschool Assoc Inc,,41 Jolimont Road,FOREST HILL,VIC,3131,29-12-2011,
PR-00001737,,Parkside Preschool Centre Inc,,524 Elgar Rd,BOX HILL NORTH,VIC,3129,29-12-2011,
PR-00001738,,Pasadena Preschool Association Inc,,"Pasadena Pre School Centre, 115 Pasadena Gr",MILDURA,VIC,3500,29-12-2011,
PR-00001740,,Paynesville & District Kindergarten Inc,,PO Box 91,PAYNESVILLE,VIC,3880,29-12-2011,
PR-00001741,,Penleigh & Essendon Grammar School,,PO Box 417,NIDDRIE,VIC,3042,29-12-2011,
PR-00001742,,PERRY STREET CHILD CARE CENTRE AND ELIZABETH GORMAN MEMORIAL KINDERGARTEN INCORPORATED,Perry Street Child Care Centre and Elizabeth Gorman Memorial Kindergarten,129 Perry Street,FAIRFIELD,VIC,3078,29-12-2011,
PR-00001744,,Pinemont Preschool Association Inc,,PO Box 2187,RINGWOOD NORTH,VIC,3134,29-12-2011,
PR-00001745,,Pinewood Preschool Centre Inc,,13 Pinewood Drive,MT WAVERLEY,VIC,3168,29-12-2011,
PR-00001747,,North-Eastern Montessori School Association,North-Eastern Montessori School,"Plenty Valley Montessori Schoo, 315-321 Aqueduct Rd",ST HELENA,VIC,3088,29-12-2011,
PR-00001749,,Pope Road Blackburn Preschool Association Inc,,46 Pope Road,BLACKBURN,VIC,3130,29-12-2011,
PR-00001750,,City of Port Phillip,,Private Bag 3,ST KILDA,VIC,3182,29-12-2011,
PR-00001751,,Windsor Community Children's Centre Co-op Ltd.,,131-133 Union St,WINDSOR,VIC,3181,29-12-2011,
PR-00001752,,Presbyterian Ladies College,,"Presbyterian Ladies College, 141 Burwood Hwy",BURWOOD,VIC,3125,29-12-2011,
PR-00001753,,Puckapunyal Kindergarten Association Inc,,PO Box 39,PUCKAPUNYAL,VIC,3662,29-12-2011,
PR-00001754,,Debra Joy Douglas,,13 Coster St,ALEXANDRA,VIC,3714,29-12-2011,
PR-00001755,,Anne Waller,,1a Beatrice Avenue,SURREY HILLS,VIC,3127,29-12-2011,
PR-00001757,,Tevelle Pty. Ltd.,,61 Balaclava Road,BALACLAVA,VIC,3183,29-12-2011,
PR-00001758,,Margaret Ballinger,,51-55 Greensborough Road,MACLEOD,VIC,3085,29-12-2011,
PR-00001759,,Wendy Mcguigan; Roberta Whyte,,243 Corrigan Rd,NOBLE PARK,VIC,3174,29-12-2011,
PR-00001760,,Trabren Pty Ltd,,145 Anderson Road,ALBION,VIC,3020,29-12-2011,
PR-00001761,,L & E Sukovski Pty Ltd,,13 Patterson Street,MILL PARK,VIC,3082,29-12-2011,
PR-00001762,,Quantin Binnah Community Centre Inc,,61 Thames Boulevard,WERRIBEE,VIC,3030,29-12-2011,
PR-00001763,,R Steiner School Co Ltd,,213 Wonga Rd,WARRANWOOD,VIC,3134,29-12-2011,
PR-00001764,,Raleigh Street Community Children's Centre Incorporated,,28 Raleigh St,THORNBURY,VIC,3071,29-12-2011,
PR-00001765,,Rangeview Preschool Association Inc,,3 Rupert Street,MITCHAM,VIC,3132,29-12-2011,
PR-00001766,,Red Hill & District Memorial Preschool Inc,,PO BOX 50,RED HILL,VIC,3937,29-12-2011,
PR-00001768,,Renown Kindergarten Inc,,"Renown Kindergarten, 20 Cliff St",SOUTH YARRA,VIC,3141,29-12-2011,
PR-00001769,,Research Preschool Inc,,1555 Main Rd,RESEARCH,VIC,3095,29-12-2011,
PR-00001770,,Richmond Creche and Kindergarten Inc,,10-14 Abinger Street,RICHMOND,VIC,3121,29-12-2011,
PR-00001771,,Richmond Multicultral Children's Centre Inc,,16 Gleadell St,RICHMOND,VIC,3121,29-12-2011,
PR-00001772,,Riddells Creek Kindergarten Centre Inc,,Mahoneys Road,RIDDELLS CREEK,VIC,3431,29-12-2011,
PR-00001773,,Ride Avenue Preschool Inc,,15 Ride Avenue,BENALLA WEST,VIC,3672,29-12-2011,
PR-00001774,,Ripponlea Kindergarten Inc,,25 Carrington Grove,ST KILDA EAST,VIC,3183,29-12-2011,
PR-00001776,,Numdaji Kwei Children's Centre Co-op Ltd,,PO Box 71,BUNDOORA,VIC,3083,29-12-2011,
PR-00001777,,Robert Cochrane Kindergarten Inc,,2A Minona Street,HAWTHORN,VIC,3122,29-12-2011,
PR-00001778,,Robina Scott Kindergarten Inc,,"Robina Scott Kindergarten, 105 Ferguson St",WILLIAMSTOWN,VIC,3016,29-12-2011,
PR-00001779,,COLLINS FAMILY TRUST,,78 Hewish Road,CROYDON,VIC,3136,29-12-2011,
PR-00001780,,Roseberry House Pty Ltd,,2A-4 Roseberry Grove,GLEN HUNTLY,VIC,3163,29-12-2011,
PR-00001782,,Rosedale Neighbourhood House Inc,,PO Box 168,ROSEDALE,VIC,3847,29-12-2011,
PR-00001783,,Rosewood Downs Child Care Centre Pty Ltd,,1 Murray Road,DANDENONG,VIC,3175,29-12-2011,
PR-00001784,,Rosswood Preschool Inc,,70 Outlook Drive,DANDENONG NORTH,VIC,3175,29-12-2011,
PR-00001785,,Rowellyn Preschool Committee Inc,,PO Box 8141,CARRUM DOWNS,VIC,3201,29-12-2011,
PR-00001786,,Rowen Street Kindergarten Inc,,27 Rowen St,GLEN IRIS,VIC,3146,29-12-2011,
PR-00001787,,Rushworth Kindergarten & Child Care Inc,,32 Esmonde Street,RUSHWORTH,VIC,3612,29-12-2011,
PR-00001788,,Ruyton,,"Ruyton Girls School, 12 Selbourne Rd",KEW,VIC,3101,29-12-2011,
PR-00001789,,Rye Preschool Inc,,25 Nelson Street,RYE,VIC,3941,29-12-2011,
PR-00001791,,Sarah Court Preschool Inc,,PO Box 35,MONTROSE,VIC,3765,29-12-2011,
PR-00001794,,Seaford Heights Preschool Assoc Inc,,PO Box 1095,SEAFORD,VIC,3198,29-12-2011,
PR-00001795,,Seaford Kindergarten Assoc Inc,,Mcrae Street,SEAFORD,VIC,3198,29-12-2011,
PR-00001798,,Seville Preschool Inc,,Link Road,SEVILLE,VIC,3139,29-12-2011,
PR-00001800,,Shalimar Park Preschool Assoc Inc,,1 MILAN COURT,DANDENONG NORTH,VIC,3175,29-12-2011,
PR-00001801,,Shelford Girls' Grammar,,3 Hood Crescent,CAULFIELD,VIC,3162,29-12-2011,
PR-00001802,,Sherbourne Preschool Assoc Inc,,156 Sherbourne Road,MONTMORENCY,VIC,3094,29-12-2011,
PR-00001803,,Sholem Aleichem College and Preschool,,11 Sinclair Street,ELSTERNWICK,VIC,3185,29-12-2011,
PR-00001805,,Skye Children's Co-op Ltd,,9-11 Skye Street,MACLEOD,VIC,3085,29-12-2011,
PR-00001807,,Somerville Preschool Inc,,PO Box 84,SOMERVILLE,VIC,3912,29-12-2011,
PR-00001808,,Sorrento Preschool Inc,,"Sorrento Preschool, 20-22 Darling Road",SORRENTO,VIC,3943,29-12-2011,
PR-00001809,,South Kingsville Preschool Inc,,43 Paxton Street,SOUTH KINGSVILLE,VIC,3015,29-12-2011,
PR-00001810,,South Melbourne Child Care Co-op,,5-11 Carter Street,ALBERT PARK,VIC,3206,29-12-2011,
PR-00001811,,South Morang Preschool Association Inc,,P.O. Box 141,SOUTH MORANG,VIC,3752,29-12-2011,
PR-00001812,,South Mornington Preschool Association Inc,,1 Downward Street,MORNINGTON,VIC,3931,29-12-2011,
PR-00001813,,Southern Grampians Shire Council,,PO Box 685,HAMILTON,VIC,3300,29-12-2011,
PR-00001814,,Springvalley Preschool Inc,,41-43 Clarke Road,SPRINGVALE SOUTH,VIC,3172,29-12-2011,
PR-00001819,,St Alipius Parish Church,,PO Box 1015,BAKERY HILL,VIC,3354,29-12-2011,
PR-00001820,,Roman Catholic Trusts Corporation,,27 Orange Grove,BAYSWATER,VIC,3153,29-12-2011,
PR-00001821,,St Catherine's School Council,,17 Heyington Place,TOORAK,VIC,3142,29-12-2011,
PR-00001823,,LUTHERAN CHURCH OF AUSTRALIA VICTORIAN DISTRICT,,755 Station Street,BOX HILL,VIC,3128,29-12-2011,
PR-00001824,,St Kilda & Balaclava Kindergarten Inc,,23 Nelson Street,BALACLAVA,VIC,3183,29-12-2011,
PR-00001825,,St Leonard's College,,163 South Road,BRIGHTON EAST,VIC,3187,29-12-2011,
PR-00001826,,St Michael's Grammar School,,25 Chapel St,ST KILDA,VIC,3182,29-12-2011,
PR-00001827,,St Paul's Anglican Kindergarten (Canterbury) Inc,,"St Pauls Kindergarten, 29 Highfield Rd",CANTERBURY,VIC,3126,29-12-2011,
PR-00001828,,Gippsland Grammar School,,PO Box 465,SALE,VIC,3850,29-12-2011,
PR-00001831,,Stawell & District Preschool Assoc Inc,,PO Box 350,STAWELL,VIC,3380,29-12-2011,
PR-00001832,,Stonnington City Council,,PO Box 58,MALVERN,VIC,3144,29-12-2011,
PR-00001833,,Strathfieldsaye Preschool Inc,,26 Club Court,STRATHFIELDSAYE,VIC,3551,29-12-2011,
PR-00001835,,Summerhill Park Kindergarten Inc,,46 Audrey Crescent,GLEN IRIS,VIC,3146,29-12-2011,
PR-00001837,,Sunnyside Kindergarten Association Inc,,5 Cooinda Pl,MALVERN EAST,VIC,3145,29-12-2011,
PR-00001838,,Sunraysia Institute of TAFE Community Child Care Centre Inc,,PO Box 1904,MILDURA,VIC,3502,29-12-2011,
PR-00001839,,Surf Coast Shire Council,,"Surf Coast Shire Office, 1 Merrijig Dr",TORQUAY,VIC,3228,29-12-2011,
PR-00001840,,Surrey Hills Preschool Centre Inc,,18 Verdun Street,SURREY HILLS,VIC,3127,29-12-2011,
PR-00001841,,Swan Hill Child Care Co-op,,PO Box 18,SWAN HILL,VIC,3585,29-12-2011,
PR-00001842,,Swan Hill Rural City Council,,PO Box 488,SWAN HILL,VIC,3585,29-12-2011,
PR-00001845,,Syndal Preschool Association Inc,,2 Matthew Street,GLEN WAVERLEY,VIC,3150,29-12-2011,
PR-00001848,,Remus Way Children's Centre Inc,,Cnr Remus Way & Fastnet Dr,TAYLORS LAKES,VIC,3038,29-12-2011,
PR-00001849,,Tecoma Preschool Inc,,1534 Burwood Highway,TECOMA,VIC,3160,29-12-2011,
PR-00001850,,Tedgar Enterprises Pty Ltd,,20 Bell Street,MOE,VIC,3825,29-12-2011,
PR-00001852,,Templestowe Heights Preschool Association Inc,,64 Fyfe Drive,TEMPLESTOWE LOWER,VIC,3107,29-12-2011,
PR-00001856,,The Ballan & District Preschool Centre Inc,,PO Box 262,BALLAN,VIC,3342,29-12-2011,
PR-00001858,,The Beechworth Community Child Care Centre Inc,,PO Box 98,BEECHWORTH,VIC,3747,29-12-2011,
PR-00001859,,The Combined Preschools of Southern Grampians Inc,,PO Box 458,HAMILTON,VIC,3300,29-12-2011,
PR-00001860,,The Geelong College,,399 Aberdeen Street,NEWTOWN,VIC,3220,29-12-2011,
PR-00001861,,Kardinia International College (Geelong) Ltd,,PO Box 17,GEELONG,VIC,3220,29-12-2011,
PR-00001862,,The Grange Community Centre Inc,,260-280 Hogans Road,HOPPERS CROSSING,VIC,3029,29-12-2011,
PR-00001864,,The Irymple Kindergarten Inc,,PO Box 362,IRYMPLE,VIC,3498,29-12-2011,
PR-00001865,,The Jan Juc Preschool Inc,,PO Box 120,TORQUAY,VIC,3228,29-12-2011,
PR-00001867,,The Merri Community Child Care Centre Inc,,313 St Georges Road,THORNBURY,VIC,3071,29-12-2011,
PR-00001868,,The Minifie Park Child Care Centre Assoc Inc,,290 Belmore Rd,BALWYN,VIC,3103,29-12-2011,
PR-00001869,,The Range Children's Centre Inc,,87 Kororoit Creek Road,WILLIAMSTOWN,VIC,3016,29-12-2011,
PR-00001871,,The University of Melbourne,,"Queensberry Children's Centre, 228 Queensberry St",CARLTON,VIC,3053,29-12-2011,
PR-00001872,,The Westbourne Education Services Ltd,,PO Box 37,WERRIBEE,VIC,3030,29-12-2011,
PR-00001873,,Thomastown Child Care Centre Inc,,129 Edgars Rd,THOMASTOWN,VIC,3074,29-12-2011,
PR-00001874,,Thomastown West Preschool Inc,,127 Edgars Road,THOMASTOWN,VIC,3074,29-12-2011,
PR-00001875,,Thornbury Kindergarten Inc,,8c Newcastle Street,THORNBURY,VIC,3071,29-12-2011,
PR-00001876,,Through Road Child Care Assoc Inc,,171 Through Rd,CAMBERWELL,VIC,3124,29-12-2011,
PR-00001877,,Tootgarook Preschool Inc,,24 Barry Street,TOOTGAROOK,VIC,3941,29-12-2011,
PR-00001878,,Torquay Kindergarten Inc,,27 Grossmans Road,TORQUAY,VIC,3228,29-12-2011,
PR-00001879,,TRY AUSTRALIA CHILDREN'S SERVICES,,45 Yazaki Way,CARRUM DOWNS,VIC,3201,29-12-2011,
PR-00001880,,Tunstall Square Kindergarten Inc,,"Tunstall Square Kindergarten, 77 Tunstall Rd",DONCASTER EAST,VIC,3109,29-12-2011,
PR-00001881,,Turkish Community Services Co-op Ltd,,8 Wolseley Parade,KENSINGTON,VIC,3031,29-12-2011,
PR-00001882,,Twin Hills Preschool Inc,,39 Mayfair Avenue,TEMPLESTOWE LOWER,VIC,3107,29-12-2011,
